lemma,left,right,log_ratio,abs_log_ratio
apprécier,233,263,-0.1740293998,0.1740293998
infrastructure,87,77,0.1740293998,0.1740293998
terrasse,43,38,0.1740293998,0.1740293998
fantastique,43,38,0.1740293998,0.1740293998
space,87,77,0.1740293998,0.1740293998
chimique,46,52,-0.1733316029,0.1733316029
caca,52,46,0.1733316029,0.1733316029
entourer,93,105,-0.1733316029,0.1733316029
assurer,305,344,-0.173064709,0.173064709
monde,3697,4168,-0.1729561474,0.1729561474
température,54,61,-0.1728365969,0.1728365969
tabasser,70,62,0.172467196,0.172467196
réparer,70,62,0.172467196,0.172467196
ramener,221,196,0.1723640469,0.1723640469
lutter,310,275,0.1722463134,0.1722463134
ère,79,70,0.1721809754,0.1721809754
activité,257,228,0.1720234673,0.1720234673
augmentation,173,195,-0.1717663483,0.1717663483
terrible,222,197,0.1715432798,0.1715432798
baisse,258,229,0.1713182367,0.1713182367
représenter,578,651,-0.1713086162,0.1713086162
seul,2396,2698,-0.1711950678,0.1711950678
maison,537,477,0.1705955546,0.1705955546
soutenir,1579,1403,0.1703816228,0.1703816228
propos,925,822,0.1701197628,0.1701197628
correctionnel,15,17,-0.1699250014,0.1699250014
goldman,7,8,-0.1699250014,0.1699250014
cocotte,7,8,-0.1699250014,0.1699250014
twingo,7,8,-0.1699250014,0.1699250014
émerger,31,35,-0.1699250014,0.1699250014
doi,7,8,-0.1699250014,0.1699250014
pille,7,8,-0.1699250014,0.1699250014
factieux,7,8,-0.1699250014,0.1699250014
donation,7,8,-0.1699250014,0.1699250014
fictive,7,8,-0.1699250014,0.1699250014
furieux,47,53,-0.1699250014,0.1699250014
vieillit,7,8,-0.1699250014,0.1699250014
calai,7,8,-0.1699250014,0.1699250014
freud,7,8,-0.1699250014,0.1699250014
raquette,7,8,-0.1699250014,0.1699250014
soda,7,8,-0.1699250014,0.1699250014
opératoire,7,8,-0.1699250014,0.1699250014
destiner,71,80,-0.1699250014,0.1699250014
reco,7,8,-0.1699250014,0.1699250014
fragilis,7,8,-0.1699250014,0.1699250014
pitch,7,8,-0.1699250014,0.1699250014
néron,7,8,-0.1699250014,0.1699250014
sainement,7,8,-0.1699250014,0.1699250014
valérie,47,53,-0.1699250014,0.1699250014
winner,7,8,-0.1699250014,0.1699250014
commune,143,161,-0.1699250014,0.1699250014
dsk,7,8,-0.1699250014,0.1699250014
aviaire,7,8,-0.1699250014,0.1699250014
doubs,7,8,-0.1699250014,0.1699250014
orne,7,8,-0.1699250014,0.1699250014
yoga,7,8,-0.1699250014,0.1699250014
af,7,8,-0.1699250014,0.1699250014
coquerel,15,17,-0.1699250014,0.1699250014
rouvrir,15,17,-0.1699250014,0.1699250014
evolution,7,8,-0.1699250014,0.1699250014
prank,7,8,-0.1699250014,0.1699250014
🟩,7,8,-0.1699250014,0.1699250014
émerveiller,7,8,-0.1699250014,0.1699250014
transparence,79,89,-0.1699250014,0.1699250014
narrative,7,8,-0.1699250014,0.1699250014
elisabeth,31,35,-0.1699250014,0.1699250014
dgsi,7,8,-0.1699250014,0.1699250014
suprémacisme,7,8,-0.1699250014,0.1699250014
lalann,7,8,-0.1699250014,0.1699250014
mécontentement,15,17,-0.1699250014,0.1699250014
confiture,15,17,-0.1699250014,0.1699250014
arretez,15,17,-0.1699250014,0.1699250014
inadapté,7,8,-0.1699250014,0.1699250014
protectionniste,7,8,-0.1699250014,0.1699250014
💞,23,26,-0.1699250014,0.1699250014
clin,23,26,-0.1699250014,0.1699250014
poney,7,8,-0.1699250014,0.1699250014
tranchée,15,17,-0.1699250014,0.1699250014
plouc,15,17,-0.1699250014,0.1699250014
légalité,7,8,-0.1699250014,0.1699250014
vallaud,7,8,-0.1699250014,0.1699250014
dépouillement,7,8,-0.1699250014,0.1699250014
félon,7,8,-0.1699250014,0.1699250014
loupe,15,17,-0.1699250014,0.1699250014
désaveu,7,8,-0.1699250014,0.1699250014
castro,7,8,-0.1699250014,0.1699250014
dépistage,15,17,-0.1699250014,0.1699250014
👃,7,8,-0.1699250014,0.1699250014
poncif,15,17,-0.1699250014,0.1699250014
jogging,7,8,-0.1699250014,0.1699250014
cacahuète,7,8,-0.1699250014,0.1699250014
consentir,15,17,-0.1699250014,0.1699250014
alter,7,8,-0.1699250014,0.1699250014
petain,15,17,-0.1699250014,0.1699250014
déficient,7,8,-0.1699250014,0.1699250014
jb,7,8,-0.1699250014,0.1699250014
forcené,7,8,-0.1699250014,0.1699250014
fêlé,7,8,-0.1699250014,0.1699250014
règne,39,44,-0.1699250014,0.1699250014
extase,7,8,-0.1699250014,0.1699250014
paquebot,7,8,-0.1699250014,0.1699250014
pasqua,7,8,-0.1699250014,0.1699250014
name,7,8,-0.1699250014,0.1699250014
bricolage,7,8,-0.1699250014,0.1699250014
traditionnellement,7,8,-0.1699250014,0.1699250014
désabonner,31,35,-0.1699250014,0.1699250014
colonisé,31,35,-0.1699250014,0.1699250014
voisinage,7,8,-0.1699250014,0.1699250014
fa,7,8,-0.1699250014,0.1699250014
chargeur,7,8,-0.1699250014,0.1699250014
pathétique,215,242,-0.1699250014,0.1699250014
déconcertant,7,8,-0.1699250014,0.1699250014
ost,8,7,0.1699250014,0.1699250014
retombée,8,7,0.1699250014,0.1699250014
faso,17,15,0.1699250014,0.1699250014
tripoter,8,7,0.1699250014,0.1699250014
nakamura,8,7,0.1699250014,0.1699250014
mouille,17,15,0.1699250014,0.1699250014
indéterminé,8,7,0.1699250014,0.1699250014
métamorphose,8,7,0.1699250014,0.1699250014
cadrage,8,7,0.1699250014,0.1699250014
milicien,8,7,0.1699250014,0.1699250014
mécène,8,7,0.1699250014,0.1699250014
chroniqueuse,8,7,0.1699250014,0.1699250014
marasme,8,7,0.1699250014,0.1699250014
publique,8,7,0.1699250014,0.1699250014
rémunérateur,8,7,0.1699250014,0.1699250014
tunisien,35,31,0.1699250014,0.1699250014
aisance,8,7,0.1699250014,0.1699250014
ouest,152,135,0.1699250014,0.1699250014
arnaqueur,8,7,0.1699250014,0.1699250014
sud,323,287,0.1699250014,0.1699250014
politisation,8,7,0.1699250014,0.1699250014
armee,8,7,0.1699250014,0.1699250014
laminer,8,7,0.1699250014,0.1699250014
documentation,8,7,0.1699250014,0.1699250014
gj,26,23,0.1699250014,0.1699250014
méditerranée,35,31,0.1699250014,0.1699250014
hormi,44,39,0.1699250014,0.1699250014
professionnalisme,17,15,0.1699250014,0.1699250014
loterie,8,7,0.1699250014,0.1699250014
hardy,8,7,0.1699250014,0.1699250014
perspectif,8,7,0.1699250014,0.1699250014
mariann,17,15,0.1699250014,0.1699250014
neu,8,7,0.1699250014,0.1699250014
truffe,8,7,0.1699250014,0.1699250014
configuration,17,15,0.1699250014,0.1699250014
aimai,8,7,0.1699250014,0.1699250014
muscu,8,7,0.1699250014,0.1699250014
consultant,17,15,0.1699250014,0.1699250014
🌼,17,15,0.1699250014,0.1699250014
alu,8,7,0.1699250014,0.1699250014
berge,8,7,0.1699250014,0.1699250014
dosage,8,7,0.1699250014,0.1699250014
lisser,8,7,0.1699250014,0.1699250014
tranquillou,8,7,0.1699250014,0.1699250014
murray,8,7,0.1699250014,0.1699250014
amicalement,8,7,0.1699250014,0.1699250014
soustraire,8,7,0.1699250014,0.1699250014
ovaire,8,7,0.1699250014,0.1699250014
glacé,8,7,0.1699250014,0.1699250014
ولا,8,7,0.1699250014,0.1699250014
bob,17,15,0.1699250014,0.1699250014
mule,8,7,0.1699250014,0.1699250014
séfarade,8,7,0.1699250014,0.1699250014
physicien,8,7,0.1699250014,0.1699250014
moult,8,7,0.1699250014,0.1699250014
molotov,8,7,0.1699250014,0.1699250014
aventure,134,119,0.1699250014,0.1699250014
tourmente,8,7,0.1699250014,0.1699250014
traditionaliste,8,7,0.1699250014,0.1699250014
prompt,53,47,0.1699250014,0.1699250014
diabolisation,17,15,0.1699250014,0.1699250014
certification,8,7,0.1699250014,0.1699250014
scoop,26,23,0.1699250014,0.1699250014
albi,8,7,0.1699250014,0.1699250014
well,8,7,0.1699250014,0.1699250014
rab,8,7,0.1699250014,0.1699250014
législateur,17,15,0.1699250014,0.1699250014
vautrin,8,7,0.1699250014,0.1699250014
adopter,179,159,0.1699250014,0.1699250014
contrefaçon,8,7,0.1699250014,0.1699250014
prouess,8,7,0.1699250014,0.1699250014
choqu,26,23,0.1699250014,0.1699250014
évangéliste,8,7,0.1699250014,0.1699250014
ai,35,31,0.1699250014,0.1699250014
mécaniquement,8,7,0.1699250014,0.1699250014
her,8,7,0.1699250014,0.1699250014
verbaliser,17,15,0.1699250014,0.1699250014
cadence,8,7,0.1699250014,0.1699250014
grognasse,8,7,0.1699250014,0.1699250014
autant,1038,923,0.1692308975,0.1692308975
envers,417,469,-0.1691578145,0.1691578145
légitime,184,207,-0.1690582576,0.1690582576
horreur,337,379,-0.168976172,0.168976172
connaissance,160,180,-0.168929009,0.168929009
falloir,6077,6830,-0.1685001173,0.1685001173
renaissance,104,117,-0.1683975317,0.1683975317
différent,462,411,0.1683678561,0.1683678561
nécessité,96,108,-0.1682714826,0.1682714826
occupation,96,108,-0.1682714826,0.1682714826
détester,347,390,-0.1680813015,0.1680813015
utiliser,1018,906,0.1679795956,0.1679795956
masquer,80,90,-0.1679446373,0.1679446373
emporter,80,90,-0.1679446373,0.1679446373
botte,72,81,-0.1677274457,0.1677274457
sœur,145,163,-0.1677274457,0.1677274457
charge,355,316,0.1673944008,0.1673944008
initiative,200,178,0.1672359139,0.1672359139
mépris,301,268,0.1669423768,0.1669423768
mission,211,237,-0.1668973087,0.1668973087
inconnu,97,109,-0.1666498694,0.1666498694
boucle,109,97,0.1666498694,0.1666498694
douteux,54,48,0.1666498694,0.1666498694
indépendant,256,228,0.1664207611,0.1664207611
démissionner,130,146,-0.1662493433,0.1662493433
boire,192,171,0.1661922826,0.1661922826
psychiatre,45,40,0.1660099514,0.1660099514
oups,40,45,-0.1660099514,0.1660099514
✨,478,426,0.1657895861,0.1657895861
chier,271,304,-0.1652025912,0.1652025912
oscar,32,36,-0.1650592463,0.1650592463
pluralisme,32,36,-0.1650592463,0.1650592463
succéder,32,36,-0.1650592463,0.1650592463
aboyer,36,32,0.1650592463,0.1650592463
actif,156,175,-0.1648108697,0.1648108697
bilan,259,231,0.1643868179,0.1643868179
pendant,1301,1458,-0.1642504348,0.1642504348
lâche,215,241,-0.1639757351,0.1639757351
afrique,348,390,-0.1639415711,0.1639415711
médecin,502,448,0.1638429551,0.1638429551
laisser,1248,1398,-0.1636224856,0.1636224856
caractériser,27,24,0.1634987323,0.1634987323
clôture,27,24,0.1634987323,0.1634987323
mien,83,74,0.1634987323,0.1634987323
preneur,27,24,0.1634987323,0.1634987323
interessant,27,24,0.1634987323,0.1634987323
👩,27,24,0.1634987323,0.1634987323
rayer,27,24,0.1634987323,0.1634987323
spectateur,55,49,0.1634987323,0.1634987323
charlot,27,24,0.1634987323,0.1634987323
wikipédia,27,24,0.1634987323,0.1634987323
délibérément,24,27,-0.1634987323,0.1634987323
chômeur,49,55,-0.1634987323,0.1634987323
démunir,24,27,-0.1634987323,0.1634987323
réacteur,24,27,-0.1634987323,0.1634987323
patate,24,27,-0.1634987323,0.1634987323
enquêteur,24,27,-0.1634987323,0.1634987323
imminent,24,27,-0.1634987323,0.1634987323
brise,24,27,-0.1634987323,0.1634987323
simplement,525,588,-0.1632048345,0.1632048345
contact,130,116,0.163058282,0.163058282
texte,411,367,0.1629385711,0.1629385711
vision,334,374,-0.1627295,0.1627295
remonter,168,150,0.162474697,0.162474697
bébé,192,215,-0.1624304649,0.1624304649
boucher,41,46,-0.1622714289,0.1622714289
dénigrer,41,46,-0.1622714289,0.1622714289
surveiller,83,93,-0.1622714289,0.1622714289
favori,46,41,0.1622714289,0.1622714289
voir,8211,7338,0.1621501302,0.1621501302
liste,507,453,0.1621361995,0.1621361995
coller,100,112,-0.1619674797,0.1619674797
positif,159,178,-0.1618876824,0.1618876824
comme,8885,9940,-0.1618568435,0.1618568435
préoccupation,58,65,-0.16175107,0.16175107
bite,84,75,0.1614634227,0.1614634227
meeting,103,92,0.161280907,0.161280907
où,3138,3509,-0.1611660016,0.1611660016
donne,852,762,0.1608626845,0.1608626845
bonne,18,16,0.1604646722,0.1604646722
peindre,18,16,0.1604646722,0.1604646722
activer,37,33,0.1604646722,0.1604646722
mourrir,18,16,0.1604646722,0.1604646722
ajout,18,16,0.1604646722,0.1604646722
enflure,18,16,0.1604646722,0.1604646722
trappe,18,16,0.1604646722,0.1604646722
pertinent,132,118,0.1604646722,0.1604646722
berbère,18,16,0.1604646722,0.1604646722
bousiller,18,16,0.1604646722,0.1604646722
parquet,75,67,0.1604646722,0.1604646722
cocasse,18,16,0.1604646722,0.1604646722
inclus,18,16,0.1604646722,0.1604646722
bêtement,37,33,0.1604646722,0.1604646722
foulard,16,18,-0.1604646722,0.1604646722
comte,16,18,-0.1604646722,0.1604646722
pyramide,16,18,-0.1604646722,0.1604646722
crachat,16,18,-0.1604646722,0.1604646722
tondelier,84,94,-0.1604646722,0.1604646722
bossé,16,18,-0.1604646722,0.1604646722
démocratie,926,1035,-0.1603827591,0.1603827591
mais,17184,15380,0.1600005481,0.1600005481
existence,153,171,-0.159478214,0.159478214
garder,393,439,-0.1593078941,0.1593078941
argent,1270,1418,-0.1589105591,0.1589105591
juif,1111,1240,-0.1583463274,0.1583463274
émouvoir,76,68,0.1582620839,0.1582620839
adn,68,76,-0.1582620839,0.1582620839
beal,137,153,-0.1582620839,0.1582620839
sonner,68,76,-0.1582620839,0.1582620839
pose,346,310,0.1580210824,0.1580210824
défendre,1278,1426,-0.1579690706,0.1579690706
colère,250,224,0.1577623627,0.1577623627
xxi,28,25,0.157541277,0.157541277
obscurantisme,28,25,0.157541277,0.157541277
feindre,28,25,0.157541277,0.157541277
lemaire,25,28,-0.157541277,0.157541277
basque,25,28,-0.157541277,0.157541277
🤑,51,57,-0.157541277,0.157541277
sens,935,1043,-0.157541277,0.157541277
sursaut,25,28,-0.157541277,0.157541277
admirable,25,28,-0.157541277,0.157541277
dimension,51,57,-0.157541277,0.157541277
triste,387,347,0.1569693463,0.1569693463
tran,96,86,0.1569693463,0.1569693463
chroniqueur,60,67,-0.1567255037,0.1567255037
bienveillance,60,67,-0.1567255037,0.1567255037
denis,60,67,-0.1567255037,0.1567255037
consommateur,106,95,0.1565044857,0.1565044857
bas,741,826,-0.1564681426,0.1564681426
fort,1177,1056,0.1563641624,0.1563641624
👏,1101,1227,-0.1561863368,0.1561863368
descente,38,34,0.1561192019,0.1561192019
monumental,38,34,0.1561192019,0.1561192019
trompe,77,69,0.1561192019,0.1561192019
facilité,34,38,-0.1561192019,0.1561192019
mère,594,662,-0.1561192019,0.1561192019
hanouna,244,272,-0.1561192019,0.1561192019
précédent,165,148,0.1558709109,0.1558709109
investissement,175,157,0.1556508705,0.1556508705
apologie,87,78,0.1556508705,0.1556508705
euh,122,136,-0.1555175776,0.1555175776
nobel,43,48,-0.1552782255,0.1552782255
atlantique,43,48,-0.1552782255,0.1552782255
baisser,175,195,-0.1552782255,0.1552782255
soucier,48,43,0.1552782255,0.1552782255
conversion,48,43,0.1552782255,0.1552782255
🎥,107,96,0.15497466,0.15497466
possibilité,149,166,-0.154885602,0.154885602
substance,58,52,0.1547225948,0.1547225948
fléau,58,52,0.1547225948,0.1547225948
preuve,635,707,-0.1547225948,0.1547225948
algerie,105,117,-0.1547225948,0.1547225948
enfin,927,1032,-0.1546435437,0.1546435437
fonctionner,335,373,-0.1545770371,0.1545770371
aspect,68,61,0.1543281464,0.1543281464
formidable,137,123,0.1543281464,0.1543281464
test,167,150,0.1539126835,0.1539126835
dénoncer,771,693,0.1536651847,0.1536651847
voter,1522,1693,-0.1535179328,0.1535179328
voire,195,217,-0.1534744807,0.1534744807
bien,8731,9710,-0.1533077359,0.1533077359
si,9336,8397,0.1529132949,0.1529132949
oeil,661,735,-0.1528745492,0.1528745492
sans,4893,5437,-0.1520620499,0.1520620499
érection,9,8,0.1520030934,0.1520030934
ascendant,9,8,0.1520030934,0.1520030934
participant,39,35,0.1520030934,0.1520030934
debunker,9,8,0.1520030934,0.1520030934
mouai,49,44,0.1520030934,0.1520030934
gronder,9,8,0.1520030934,0.1520030934
vietnamien,9,8,0.1520030934,0.1520030934
exergue,9,8,0.1520030934,0.1520030934
pandore,9,8,0.1520030934,0.1520030934
éperdument,9,8,0.1520030934,0.1520030934
lucifer,9,8,0.1520030934,0.1520030934
méga,9,8,0.1520030934,0.1520030934
essai,99,89,0.1520030934,0.1520030934
retenue,29,26,0.1520030934,0.1520030934
scotcher,9,8,0.1520030934,0.1520030934
combiner,19,17,0.1520030934,0.1520030934
golf,19,17,0.1520030934,0.1520030934
primo,9,8,0.1520030934,0.1520030934
barge,9,8,0.1520030934,0.1520030934
contrario,9,8,0.1520030934,0.1520030934
americain,9,8,0.1520030934,0.1520030934
caser,9,8,0.1520030934,0.1520030934
peintre,19,17,0.1520030934,0.1520030934
comté,29,26,0.1520030934,0.1520030934
prescrire,29,26,0.1520030934,0.1520030934
indulgent,9,8,0.1520030934,0.1520030934
inscrit,9,8,0.1520030934,0.1520030934
much,9,8,0.1520030934,0.1520030934
🔐,9,8,0.1520030934,0.1520030934
poutre,19,17,0.1520030934,0.1520030934
glissement,9,8,0.1520030934,0.1520030934
edward,9,8,0.1520030934,0.1520030934
pride,9,8,0.1520030934,0.1520030934
complétement,9,8,0.1520030934,0.1520030934
portuaire,9,8,0.1520030934,0.1520030934
hpi,9,8,0.1520030934,0.1520030934
flambeau,9,8,0.1520030934,0.1520030934
injustice,139,125,0.1520030934,0.1520030934
apen,9,8,0.1520030934,0.1520030934
hasardeux,9,8,0.1520030934,0.1520030934
ledit,9,8,0.1520030934,0.1520030934
désillusion,19,17,0.1520030934,0.1520030934
villageois,9,8,0.1520030934,0.1520030934
buisson,9,8,0.1520030934,0.1520030934
ricard,9,8,0.1520030934,0.1520030934
adouber,9,8,0.1520030934,0.1520030934
luxembourg,19,17,0.1520030934,0.1520030934
irréfutable,9,8,0.1520030934,0.1520030934
geôle,19,17,0.1520030934,0.1520030934
freedom,9,8,0.1520030934,0.1520030934
führer,9,8,0.1520030934,0.1520030934
mare,9,8,0.1520030934,0.1520030934
renflouer,9,8,0.1520030934,0.1520030934
vuitton,9,8,0.1520030934,0.1520030934
localisation,9,8,0.1520030934,0.1520030934
nordique,9,8,0.1520030934,0.1520030934
calomnieux,9,8,0.1520030934,0.1520030934
costa,9,8,0.1520030934,0.1520030934
écossais,9,8,0.1520030934,0.1520030934
republier,9,8,0.1520030934,0.1520030934
galop,9,8,0.1520030934,0.1520030934
envoyé,19,17,0.1520030934,0.1520030934
trahit,29,26,0.1520030934,0.1520030934
🥚,9,8,0.1520030934,0.1520030934
debile,26,29,-0.1520030934,0.1520030934
fusible,8,9,-0.1520030934,0.1520030934
😻,44,49,-0.1520030934,0.1520030934
investisseur,35,39,-0.1520030934,0.1520030934
josiane,8,9,-0.1520030934,0.1520030934
concourir,17,19,-0.1520030934,0.1520030934
exfiltrer,8,9,-0.1520030934,0.1520030934
barreau,26,29,-0.1520030934,0.1520030934
douille,8,9,-0.1520030934,0.1520030934
apaisant,8,9,-0.1520030934,0.1520030934
admissible,8,9,-0.1520030934,0.1520030934
🐦,8,9,-0.1520030934,0.1520030934
tollé,8,9,-0.1520030934,0.1520030934
vlad,8,9,-0.1520030934,0.1520030934
📦,8,9,-0.1520030934,0.1520030934
zoom,26,29,-0.1520030934,0.1520030934
tambour,8,9,-0.1520030934,0.1520030934
cru,8,9,-0.1520030934,0.1520030934
éclat,26,29,-0.1520030934,0.1520030934
krach,8,9,-0.1520030934,0.1520030934
doriot,8,9,-0.1520030934,0.1520030934
stephen,8,9,-0.1520030934,0.1520030934
pi,8,9,-0.1520030934,0.1520030934
élargissement,8,9,-0.1520030934,0.1520030934
masturber,8,9,-0.1520030934,0.1520030934
dénonciation,35,39,-0.1520030934,0.1520030934
palmad,8,9,-0.1520030934,0.1520030934
kgb,8,9,-0.1520030934,0.1520030934
giletsjaune,8,9,-0.1520030934,0.1520030934
réélection,17,19,-0.1520030934,0.1520030934
significativement,8,9,-0.1520030934,0.1520030934
alien,17,19,-0.1520030934,0.1520030934
pèr,17,19,-0.1520030934,0.1520030934
overdose,8,9,-0.1520030934,0.1520030934
choucroute,8,9,-0.1520030934,0.1520030934
reconvertir,8,9,-0.1520030934,0.1520030934
sornette,8,9,-0.1520030934,0.1520030934
vencore,8,9,-0.1520030934,0.1520030934
ultragauche,8,9,-0.1520030934,0.1520030934
dévouer,8,9,-0.1520030934,0.1520030934
vieilless,8,9,-0.1520030934,0.1520030934
édulcorer,8,9,-0.1520030934,0.1520030934
cassos,8,9,-0.1520030934,0.1520030934
compétent,62,69,-0.1520030934,0.1520030934
baraque,8,9,-0.1520030934,0.1520030934
parallèlement,8,9,-0.1520030934,0.1520030934
🔬,8,9,-0.1520030934,0.1520030934
ballade,8,9,-0.1520030934,0.1520030934
mémoriel,8,9,-0.1520030934,0.1520030934
moin,8,9,-0.1520030934,0.1520030934
intégralement,17,19,-0.1520030934,0.1520030934
hetero,8,9,-0.1520030934,0.1520030934
rouble,8,9,-0.1520030934,0.1520030934
extraire,62,69,-0.1520030934,0.1520030934
whisky,8,9,-0.1520030934,0.1520030934
apport,17,19,-0.1520030934,0.1520030934
écorcher,8,9,-0.1520030934,0.1520030934
technologique,53,59,-0.1520030934,0.1520030934
rémy,8,9,-0.1520030934,0.1520030934
tranquille,200,180,0.1512058041,0.1512058041
aussi,5291,4765,0.1510341101,0.1510341101
post,515,464,0.1501403494,0.1501403494
quitte,161,145,0.150025444,0.150025444
manifestation,526,474,0.1498754484,0.1498754484
dès,657,729,-0.14980888,0.14980888
office,63,70,-0.1497471195,0.1497471195
ultime,63,70,-0.1497471195,0.1497471195
